SKU,periodo_inicio,periodo_fin,tipo_ventana,beta
50027262,2025-12-01,2026-02-01,trimestral,21.837138999634803
50027262,2026-01-01,2026-03-01,trimestral,-18.834051066959514
50027262,2026-02-01,2026-04-01,trimestral,
50027262,2023-08-01,2024-01-01,semestral,
50027262,2023-09-01,2024-02-01,semestral,-15.274310615599473
50027262,2023-10-01,2024-03-01,semestral,-15.152298605313215
50027262,2023-11-01,2024-04-01,semestral,-15.434259674791035
50027262,2023-12-01,2024-05-01,semestral,-15.132088552723756
50027262,2024-01-01,2024-06-01,semestral,-15.438859705984292
50027262,2024-02-01,2024-07-01,semestral,-16.569782930463337
50027262,2024-03-01,2024-08-01,semestral,-1.488943619670471
50027262,2024-05-01,2024-10-01,semestral,32.53533807539665
50027262,2024-08-01,2025-01-01,semestral,10.897016866789759
50027262,2024-09-01,2025-02-01,semestral,-33.27120154750099
50027262,2024-10-01,2025-03-01,semestral,-24.913695019441406
50027262,2024-11-01,2025-04-01,semestral,-0.8964625126278408
50027262,2024-12-01,2025-05-01,semestral,-1.236673106602272
50027262,2025-03-01,2025-08-01,semestral,5.645506428447871
50027262,2025-04-01,2025-09-01,semestral,0.7454420655567574
50027262,2025-05-01,2025-10-01,semestral,6.657410021556356
50027262,2025-06-01,2025-11-01,semestral,
50027262,2025-07-01,2025-12-01,semestral,
50027262,2025-08-01,2026-01-01,semestral,70.75743203488332
50027262,2025-09-01,2026-02-01,semestral,16.860021033599775
50027262,2025-10-01,2026-03-01,semestral,2.924737006890044
50027262,2025-11-01,2026-04-01,semestral,32.509311542456786
50027263,2024-01-01,2024-01-01,mensual,
50027263,2024-02-01,2024-02-01,mensual,
50027263,2024-03-01,2024-03-01,mensual,
50027263,2024-05-01,2024-05-01,mensual,
50027263,2024-06-01,2024-06-01,mensual,
50027263,2024-07-01,2024-07-01,mensual,
50027263,2024-08-01,2024-08-01,mensual,
50027263,2024-09-01,2024-09-01,mensual,
50027263,2024-10-01,2024-10-01,mensual,
50027263,2024-11-01,2024-11-01,mensual,
50027263,2024-12-01,2024-12-01,mensual,
50027263,2025-01-01,2025-01-01,mensual,
50027263,2025-03-01,2025-03-01,mensual,
50027263,2025-05-01,2025-05-01,mensual,
50027263,2025-06-01,2025-06-01,mensual,
50027263,2025-08-01,2025-08-01,mensual,
50027263,2025-09-01,2025-09-01,mensual,
50027263,2025-10-01,2025-10-01,mensual,
50027263,2025-11-01,2025-11-01,mensual,
50027263,2026-02-01,2026-02-01,mensual,
50027263,2026-04-01,2026-04-01,mensual,
50027263,2023-11-01,2024-01-01,trimestral,
50027263,2023-12-01,2024-02-01,trimestral,-54.76784229594448
50027263,2024-01-01,2024-03-01,trimestral,-41.07588172195946
50027263,2024-03-01,2024-05-01,trimestral,-4.879626449824552
50027263,2024-04-01,2024-06-01,trimestral,14.85451357241774
50027263,2024-05-01,2024-07-01,trimestral,35.664082925603985
50027263,2024-06-01,2024-08-01,trimestral,17.34959603079492
50027263,2024-07-01,2024-09-01,trimestral,34.699192061593756
50027263,2024-08-01,2024-10-01,trimestral,-11.894809592949379
50027263,2024-09-01,2024-11-01,trimestral,-16.080884043429418
50027263,2024-10-01,2024-12-01,trimestral,-12.976643970840394
50027263,2024-11-01,2025-01-01,trimestral,-3.4332729592118305
50027263,2025-01-01,2025-03-01,trimestral,-51.62296063126224
50027263,2025-03-01,2025-05-01,trimestral,
50027263,2025-04-01,2025-06-01,trimestral,-5.6287620870462565
50027263,2025-06-01,2025-08-01,trimestral,
50027263,2025-07-01,2025-09-01,trimestral,
50027263,2025-08-01,2025-10-01,trimestral,
50027263,2025-09-01,2025-11-01,trimestral,
50027263,2025-12-01,2026-02-01,trimestral,
50027263,2026-02-01,2026-04-01,trimestral,
50027263,2023-08-01,2024-01-01,semestral,
50027263,2023-09-01,2024-02-01,semestral,-54.76784229594448
50027263,2023-10-01,2024-03-01,semestral,-41.07588172195946
50027263,2023-12-01,2024-05-01,semestral,-5.501044820048623
50027263,2024-01-01,2024-06-01,semestral,-4.756464151089301
50027263,2024-02-01,2024-07-01,semestral,-4.880825115971823
50027263,2024-03-01,2024-08-01,semestral,-3.4964377495598695
50027263,2024-04-01,2024-09-01,semestral,30.54492994742446
50027263,2024-05-01,2024-10-01,semestral,-11.550781731900493
50027263,2024-06-01,2024-11-01,semestral,-20.519699629238062
50027263,2024-07-01,2024-12-01,semestral,-12.27848588961296
50027263,2024-08-01,2025-01-01,semestral,-4.097512732084579
50027263,2024-10-01,2025-03-01,semestral,-1.6939074812147026
50027263,2024-12-01,2025-05-01,semestral,-2.7661590494758945
50027263,2025-01-01,2025-06-01,semestral,-13.146999568302219
50027263,2025-03-01,2025-08-01,semestral,-10.715395068378031
50027263,2025-04-01,2025-09-01,semestral,-1.2731110696253818
50027263,2025-05-01,2025-10-01,semestral,2.311858626374236
50027263,2025-06-01,2025-11-01,semestral,
50027263,2025-09-01,2026-02-01,semestral,
50027263,2025-11-01,2026-04-01,semestral,
50027264,2024-01-01,2024-01-01,mensual,
50027264,2024-02-01,2024-02-01,mensual,
50027264,2024-03-01,2024-03-01,mensual,
50027264,2024-04-01,2024-04-01,mensual,
50027264,2024-06-01,2024-06-01,mensual,
50027264,2024-07-01,2024-07-01,mensual,
50027264,2024-08-01,2024-08-01,mensual,
50027264,2024-10-01,2024-10-01,mensual,
50027264,2024-11-01,2024-11-01,mensual,
50027264,2024-12-01,2024-12-01,mensual,
50027264,2025-01-01,2025-01-01,mensual,
50027264,2025-02-01,2025-02-01,mensual,
50027264,2025-03-01,2025-03-01,mensual,
50027264,2025-04-01,2025-04-01,mensual,
50027264,2025-06-01,2025-06-01,mensual,
50027264,2025-07-01,2025-07-01,mensual,
50027264,2025-08-01,2025-08-01,mensual,
50027264,2025-09-01,2025-09-01,mensual,
50027264,2025-10-01,2025-10-01,mensual,
50027264,2025-11-01,2025-11-01,mensual,
50027264,2025-12-01,2025-12-01,mensual,
50027264,2026-01-01,2026-01-01,mensual,
50027264,2026-02-01,2026-02-01,mensual,
50027264,2026-03-01,2026-03-01,mensual,
50027264,2026-04-01,2026-04-01,mensual,
50027264,2023-11-01,2024-01-01,trimestral,
50027264,2023-12-01,2024-02-01,trimestral,3.5204110833680606
50027264,2024-01-01,2024-03-01,trimestral,3.434612164987397
50027264,2024-02-01,2024-04-01,trimestral,-0.2782983009106253
50027264,2024-04-01,2024-06-01,trimestral,
50027264,2024-05-01,2024-07-01,trimestral,
50027264,2024-06-01,2024-08-01,trimestral,27.52456814969676
50027264,2024-08-01,2024-10-01,trimestral,-1.1511248021131476e-14
50027264,2024-09-01,2024-11-01,trimestral,-323.8579328306899
50027264,2024-10-01,2024-12-01,trimestral,-323.8579328309495
50027264,2024-11-01,2025-01-01,trimestral,79.32695098896724
50027264,2024-12-01,2025-02-01,trimestral,-0.43975914843529673
50027264,2025-01-01,2025-03-01,trimestral,-1.1801918392845145
50027264,2025-02-01,2025-04-01,trimestral,-2.4622444071658673
50027264,2025-04-01,2025-06-01,trimestral,58.24290469491816
50027264,2025-05-01,2025-07-01,trimestral,-4.264954059489929
50027264,2025-06-01,2025-08-01,trimestral,-0.1589731131959709
50027264,2025-07-01,2025-09-01,trimestral,-21.3793793705379
50027264,2025-08-01,2025-10-01,trimestral,-25.030966570141427
50027264,2025-09-01,2025-11-01,trimestral,-474.93128487159765
50027264,2025-10-01,2025-12-01,trimestral,
50027264,2025-11-01,2026-01-01,trimestral,
50027264,2025-12-01,2026-02-01,trimestral,
50027264,2026-01-01,2026-03-01,trimestral,
50027264,2026-02-01,2026-04-01,trimestral,
50027264,2023-08-01,2024-01-01,semestral,
50027264,2023-09-01,2024-02-01,semestral,3.5204110833680606
50027264,2023-10-01,2024-03-01,semestral,3.434612164987397
50027264,2023-11-01,2024-04-01,semestral,2.6427609642246574
50027264,2024-01-01,2024-06-01,semestral,3.4034652903164395
50027264,2024-02-01,2024-07-01,semestral,1.0857720865447282
50027264,2024-03-01,2024-08-01,semestral,7.988441864617721
50027264,2024-05-01,2024-10-01,semestral,25.916730337486037
50027264,2024-06-01,2024-11-01,semestral,22.057468859672344
50027264,2024-07-01,2024-12-01,semestral,7.665591817554542
50027264,2024-08-01,2025-01-01,semestral,30.550227534830213
50027264,2024-09-01,2025-02-01,semestral,0.2768669691267684
50027264,2024-10-01,2025-03-01,semestral,-1.2346745827898133
50027264,2024-11-01,2025-04-01,semestral,-0.9299736337973095
50027264,2025-01-01,2025-06-01,semestral,-0.7420424530568747
50027264,2025-02-01,2025-07-01,semestral,-1.1523438117548992
50027264,2025-03-01,2025-08-01,semestral,2.448172841660603
50027264,2025-04-01,2025-09-01,semestral,5.779648092570574
50027264,2025-05-01,2025-10-01,semestral,-0.14678720689289562
50027264,2025-06-01,2025-11-01,semestral,-1.4817512174835235
50027264,2025-07-01,2025-12-01,semestral,-31.44657112978771
50027264,2025-08-01,2026-01-01,semestral,-31.717627855439975
50027264,2025-09-01,2026-02-01,semestral,-392.41101279922316
50027264,2025-10-01,2026-03-01,semestral,
50027264,2025-11-01,2026-04-01,semestral,
50027266,2024-01-01,2024-01-01,mensual,
50027266,2024-02-01,2024-02-01,mensual,
50027266,2024-03-01,2024-03-01,mensual,
50027266,2024-04-01,2024-04-01,mensual,
50027266,2024-05-01,2024-05-01,mensual,
50027266,2024-06-01,2024-06-01,mensual,
50027266,2024-07-01,2024-07-01,mensual,
50027266,2024-08-01,2024-08-01,mensual,
50027266,2024-09-01,2024-09-01,mensual,
50027266,2024-10-01,2024-10-01,mensual,
50027266,2024-11-01,2024-11-01,mensual,
50027266,2025-01-01,2025-01-01,mensual,
50027266,2025-02-01,2025-02-01,mensual,
50027266,2025-03-01,2025-03-01,mensual,
50027266,2025-04-01,2025-04-01,mensual,
50027266,2025-05-01,2025-05-01,mensual,
50027266,2025-06-01,2025-06-01,mensual,
50027266,2025-07-01,2025-07-01,mensual,
50027266,2025-08-01,2025-08-01,mensual,
50027266,2025-09-01,2025-09-01,mensual,
50027266,2025-10-01,2025-10-01,mensual,
50027266,2025-12-01,2025-12-01,mensual,
50027266,2026-01-01,2026-01-01,mensual,
50027266,2026-03-01,2026-03-01,mensual,
50027266,2026-04-01,2026-04-01,mensual,
50027266,2023-11-01,2024-01-01,trimestral,
50027266,2023-12-01,2024-02-01,trimestral,
50027266,2024-01-01,2024-03-01,trimestral,-57.3717939473648
50027266,2024-02-01,2024-04-01,trimestral,-10.514893549074674
50027266,2024-03-01,2024-05-01,trimestral,34.32081988091656
50027266,2024-04-01,2024-06-01,trimestral,
50027266,2024-05-01,2024-07-01,trimestral,
50027266,2024-06-01,2024-08-01,trimestral,39.455475242850085
50027266,2024-07-01,2024-09-01,trimestral,3.8080345622087908
50027266,2024-08-01,2024-10-01,trimestral,-18.330424583397853
50027266,2024-09-01,2024-11-01,trimestral,-12.02189532005938
50027266,2024-11-01,2025-01-01,trimestral,-11.439692556707895
50027266,2024-12-01,2025-02-01,trimestral,-8.155683609408294
50027266,2025-01-01,2025-03-01,trimestral,-4.453219811421601
50027266,2025-02-01,2025-04-01,trimestral,-2.055121806546141
50027266,2025-03-01,2025-05-01,trimestral,24.543495093289664
50027266,2025-04-01,2025-06-01,trimestral,14.863801208324475
50027266,2025-05-01,2025-07-01,trimestral,0.38198636770354116
50027266,2025-06-01,2025-08-01,trimestral,-21.85235781718754
50027266,2025-07-01,2025-09-01,trimestral,
50027266,2025-08-01,2025-10-01,trimestral,
50027266,2025-10-01,2025-12-01,trimestral,
50027266,2025-11-01,2026-01-01,trimestral,
50027266,2026-01-01,2026-03-01,trimestral,184.9430569853017
50027266,2026-02-01,2026-04-01,trimestral,118.82151911128435
50027266,2023-08-01,2024-01-01,semestral,
50027266,2023-09-01,2024-02-01,semestral,
50027266,2023-10-01,2024-03-01,semestral,-57.3717939473648
50027266,2023-11-01,2024-04-01,semestral,-10.202609235364061
50027266,2023-12-01,2024-05-01,semestral,6.974803889483272
50027266,2024-01-01,2024-06-01,semestral,-5.384392139364962
50027266,2024-02-01,2024-07-01,semestral,-10.349989282161808
50027266,2024-03-01,2024-08-01,semestral,7.89036017411086
50027266,2024-04-01,2024-09-01,semestral,-12.226653351423504
50027266,2024-05-01,2024-10-01,semestral,-16.00601545357434
50027266,2024-06-01,2024-11-01,semestral,-14.976598168612892
50027266,2024-08-01,2025-01-01,semestral,-11.5166820821888
50027266,2024-09-01,2025-02-01,semestral,-9.292661418916301
50027266,2024-10-01,2025-03-01,semestral,-5.088051054641102
50027266,2024-11-01,2025-04-01,semestral,-3.724611898894417
50027266,2024-12-01,2025-05-01,semestral,-3.8685060872274653
50027266,2025-01-01,2025-06-01,semestral,-0.06827250151680804
50027266,2025-02-01,2025-07-01,semestral,-3.6651624371179623
50027266,2025-03-01,2025-08-01,semestral,-2.3538218025798128
50027266,2025-04-01,2025-09-01,semestral,-0.9228484820466305
50027266,2025-05-01,2025-10-01,semestral,1.1058024775853084
50027266,2025-07-01,2025-12-01,semestral,
50027266,2025-08-01,2026-01-01,semestral,
50027266,2025-10-01,2026-03-01,semestral,67.81698022815294
50027266,2025-11-01,2026-04-01,semestral,118.98329262607581
50027363,2024-01-01,2024-01-01,mensual,
50027363,2024-02-01,2024-02-01,mensual,
50027363,2024-04-01,2024-04-01,mensual,
50027363,2024-05-01,2024-05-01,mensual,
50027363,2024-08-01,2024-08-01,mensual,
50027363,2024-09-01,2024-09-01,mensual,
50027363,2024-11-01,2024-11-01,mensual,
50027363,2024-12-01,2024-12-01,mensual,
50027363,2025-01-01,2025-01-01,mensual,
50027363,2025-07-01,2025-07-01,mensual,
50027363,2025-08-01,2025-08-01,mensual,
50027363,2025-09-01,2025-09-01,mensual,
50027363,2025-10-01,2025-10-01,mensual,
50027363,2025-11-01,2025-11-01,mensual,
50027363,2026-01-01,2026-01-01,mensual,
50027363,2026-02-01,2026-02-01,mensual,
50027363,2026-03-01,2026-03-01,mensual,
50027363,2026-04-01,2026-04-01,mensual,
50027363,2023-11-01,2024-01-01,trimestral,
50027363,2023-12-01,2024-02-01,trimestral,
50027363,2024-02-01,2024-04-01,trimestral,
50027363,2024-03-01,2024-05-01,trimestral,
50027363,2024-06-01,2024-08-01,trimestral,
50027363,2024-07-01,2024-09-01,trimestral,-2.0123703185262345
50027363,2024-09-01,2024-11-01,trimestral,0.7097344311930489
50027363,2024-10-01,2024-12-01,trimestral,-2.710363427078857
50027363,2024-11-01,2025-01-01,trimestral,-1.8546438923717063
50027363,2025-05-01,2025-07-01,trimestral,
50027363,2025-06-01,2025-08-01,trimestral,-39.40742069305021
50027363,2025-07-01,2025-09-01,trimestral,-15.584414138320618
50027363,2025-08-01,2025-10-01,trimestral,6.351386751892552
50027363,2025-09-01,2025-11-01,trimestral,
50027363,2025-11-01,2026-01-01,trimestral,
50027363,2025-12-01,2026-02-01,trimestral,
50027363,2026-01-01,2026-03-01,trimestral,
50027363,2026-02-01,2026-04-01,trimestral,
50027363,2023-08-01,2024-01-01,semestral,
50027363,2023-09-01,2024-02-01,semestral,
50027363,2023-11-01,2024-04-01,semestral,
50027363,2023-12-01,2024-05-01,semestral,
50027363,2024-03-01,2024-08-01,semestral,-5.02049501113738
50027363,2024-04-01,2024-09-01,semestral,-4.01809633306834
50027363,2024-06-01,2024-11-01,semestral,0.26686599497447866
50027363,2024-07-01,2024-12-01,semestral,-1.8372780284795054
50027363,2024-08-01,2025-01-01,semestral,-1.9299247496805212
50027363,2025-02-01,2025-07-01,semestral,
50027363,2025-03-01,2025-08-01,semestral,-39.40742069305021
50027363,2025-04-01,2025-09-01,semestral,-15.584414138320618
50027363,2025-05-01,2025-10-01,semestral,-8.901549063087135
50027363,2025-06-01,2025-11-01,semestral,-9.803079602130401
50027363,2025-08-01,2026-01-01,semestral,-1.3171534488144163
50027363,2025-09-01,2026-02-01,semestral,
50027363,2025-10-01,2026-03-01,semestral,
50027363,2025-11-01,2026-04-01,semestral,
50027481,2024-02-01,2024-02-01,mensual,
50027481,2024-03-01,2024-03-01,mensual,
50027481,2024-09-01,2024-09-01,mensual,
50027481,2025-04-01,2025-04-01,mensual,
50027481,2025-07-01,2025-07-01,mensual,
50027481,2025-10-01,2025-10-01,mensual,
50027481,2026-03-01,2026-03-01,mensual,
50027481,2026-04-01,2026-04-01,mensual,
50027481,2023-12-01,2024-02-01,trimestral,
50027481,2024-01-01,2024-03-01,trimestral,45.06064679622718
50027481,2024-07-01,2024-09-01,trimestral,
50027481,2025-02-01,2025-04-01,trimestral,
50027481,2025-05-01,2025-07-01,trimestral,
50027481,2025-08-01,2025-10-01,trimestral,
50027481,2026-01-01,2026-03-01,trimestral,
50027481,2026-02-01,2026-04-01,trimestral,
50027481,2023-09-01,2024-02-01,semestral,
50027481,2023-10-01,2024-03-01,semestral,45.06064679622718
50027481,2024-04-01,2024-09-01,semestral,
50027481,2024-11-01,2025-04-01,semestral,
50027481,2025-02-01,2025-07-01,semestral,
50027481,2025-05-01,2025-10-01,semestral,
50027481,2025-10-01,2026-03-01,semestral,
50027481,2025-11-01,2026-04-01,semestral,
50027482,2024-01-01,2024-01-01,mensual,
50027482,2024-04-01,2024-04-01,mensual,
50027482,2024-07-01,2024-07-01,mensual,
50027482,2024-08-01,2024-08-01,mensual,
50027482,2024-12-01,2024-12-01,mensual,
50027482,2025-02-01,2025-02-01,mensual,
50027482,2025-03-01,2025-03-01,mensual,
50027482,2025-07-01,2025-07-01,mensual,
50027482,2025-09-01,2025-09-01,mensual,
50027482,2025-10-01,2025-10-01,mensual,
50027482,2026-01-01,2026-01-01,mensual,
50027482,2026-03-01,2026-03-01,mensual,
50027482,2023-11-01,2024-01-01,trimestral,
50027482,2024-02-01,2024-04-01,trimestral,
50027482,2024-05-01,2024-07-01,trimestral,
50027482,2024-06-01,2024-08-01,trimestral,
50027482,2024-10-01,2024-12-01,trimestral,
50027482,2024-12-01,2025-02-01,trimestral,-16.969035002669628
50027482,2025-01-01,2025-03-01,trimestral,
50027482,2025-05-01,2025-07-01,trimestral,
50027482,2025-07-01,2025-09-01,trimestral,
50027482,2025-08-01,2025-10-01,trimestral,
50027482,2025-11-01,2026-01-01,trimestral,
50027482,2026-01-01,2026-03-01,trimestral,-27.37884397881949
50027482,2023-08-01,2024-01-01,semestral,
50027482,2023-11-01,2024-04-01,semestral,-2.82323385242673
50027482,2024-02-01,2024-07-01,semestral,
50027482,2024-03-01,2024-08-01,semestral,
50027482,2024-07-01,2024-12-01,semestral,
50027482,2024-09-01,2025-02-01,semestral,-16.969035002669628
50027482,2024-10-01,2025-03-01,semestral,-16.969035002668925
50027482,2025-02-01,2025-07-01,semestral,0.0
50027482,2025-04-01,2025-09-01,semestral,
50027482,2025-05-01,2025-10-01,semestral,
50027482,2025-08-01,2026-01-01,semestral,
50027482,2025-10-01,2026-03-01,semestral,-41.0682659682281
50027483,2024-02-01,2024-02-01,mensual,
50027483,2023-12-01,2024-02-01,trimestral,
50027483,2023-09-01,2024-02-01,semestral,
50027505,2024-03-01,2024-03-01,mensual,
50027505,2024-11-01,2024-11-01,mensual,
50027505,2025-02-01,2025-02-01,mensual,
50027505,2024-01-01,2024-03-01,trimestral,
50027505,2024-09-01,2024-11-01,trimestral,
50027505,2024-12-01,2025-02-01,trimestral,
50027505,2023-10-01,2024-03-01,semestral,
50027505,2024-06-01,2024-11-01,semestral,
50027505,2024-09-01,2025-02-01,semestral,
50027536,2024-09-01,2024-09-01,mensual,
50027536,2024-12-01,2024-12-01,mensual,
50027536,2024-07-01,2024-09-01,trimestral,
50027536,2024-10-01,2024-12-01,trimestral,
50027536,2024-04-01,2024-09-01,semestral,
50027536,2024-07-01,2024-12-01,semestral,0.0
50027540,2024-01-01,2024-01-01,mensual,
50027540,2024-04-01,2024-04-01,mensual,
50027540,2024-08-01,2024-08-01,mensual,
50027540,2024-09-01,2024-09-01,mensual,
50027540,2025-03-01,2025-03-01,mensual,
50027540,2025-08-01,2025-08-01,mensual,
50027540,2023-11-01,2024-01-01,trimestral,
50027540,2024-02-01,2024-04-01,trimestral,
50027540,2024-06-01,2024-08-01,trimestral,
50027540,2024-07-01,2024-09-01,trimestral,0.0
50027540,2025-01-01,2025-03-01,trimestral,
50027540,2025-06-01,2025-08-01,trimestral,
50027540,2023-08-01,2024-01-01,semestral,
50027540,2023-11-01,2024-04-01,semestral,
50027540,2024-03-01,2024-08-01,semestral,0.0
50027540,2024-04-01,2024-09-01,semestral,0.0
50027540,2024-10-01,2025-03-01,semestral,
50027540,2025-03-01,2025-08-01,semestral,
50027542,2024-05-01,2024-05-01,mensual,
50027542,2024-08-01,2024-08-01,mensual,
50027542,2024-11-01,2024-11-01,mensual,
50027542,2025-03-01,2025-03-01,mensual,
50027542,2025-09-01,2025-09-01,mensual,
50027542,2025-10-01,2025-10-01,mensual,
50027542,2024-03-01,2024-05-01,trimestral,
50027542,2024-06-01,2024-08-01,trimestral,
50027542,2024-09-01,2024-11-01,trimestral,
50027542,2025-01-01,2025-03-01,trimestral,
50027542,2025-07-01,2025-09-01,trimestral,
50027542,2025-08-01,2025-10-01,trimestral,
50027542,2023-12-01,2024-05-01,semestral,
50027542,2024-03-01,2024-08-01,semestral,
50027542,2024-06-01,2024-11-01,semestral,
50027542,2024-10-01,2025-03-01,semestral,-1.6379627893518257e-15
50027542,2025-04-01,2025-09-01,semestral,
50027542,2025-05-01,2025-10-01,semestral,
50027543,2024-08-01,2024-08-01,mensual,
50027543,2024-12-01,2024-12-01,mensual,
50027543,2025-02-01,2025-02-01,mensual,
50027543,2025-03-01,2025-03-01,mensual,
50027543,2025-04-01,2025-04-01,mensual,
50027543,2025-08-01,2025-08-01,mensual,
50027543,2025-09-01,2025-09-01,mensual,
50027543,2025-10-01,2025-10-01,mensual,
50027543,2026-02-01,2026-02-01,mensual,
50027543,2024-06-01,2024-08-01,trimestral,
50027543,2024-10-01,2024-12-01,trimestral,
50027543,2024-12-01,2025-02-01,trimestral,
50027543,2025-01-01,2025-03-01,trimestral,
50027543,2025-02-01,2025-04-01,trimestral,
50027543,2025-06-01,2025-08-01,trimestral,
50027543,2025-07-01,2025-09-01,trimestral,
50027543,2025-08-01,2025-10-01,trimestral,
50027543,2025-12-01,2026-02-01,trimestral,
50027543,2024-03-01,2024-08-01,semestral,
50027543,2024-07-01,2024-12-01,semestral,-1.6849233897189926
50027543,2024-09-01,2025-02-01,semestral,
50027543,2024-10-01,2025-03-01,semestral,
50027543,2024-11-01,2025-04-01,semestral,
50027543,2025-03-01,2025-08-01,semestral,
50027543,2025-04-01,2025-09-01,semestral,
50027543,2025-05-01,2025-10-01,semestral,
50027543,2025-09-01,2026-02-01,semestral,
50027544,2024-01-01,2024-01-01,mensual,
50027544,2024-04-01,2024-04-01,mensual,
50027544,2024-07-01,2024-07-01,mensual,
50027544,2024-09-01,2024-09-01,mensual,
50027544,2024-11-01,2024-11-01,mensual,
50027544,2025-03-01,2025-03-01,mensual,
50027544,2025-04-01,2025-04-01,mensual,
50027544,2025-07-01,2025-07-01,mensual,
50027544,2025-10-01,2025-10-01,mensual,
50027544,2026-01-01,2026-01-01,mensual,
50027544,2023-11-01,2024-01-01,trimestral,
50027544,2024-02-01,2024-04-01,trimestral,
50027544,2024-05-01,2024-07-01,trimestral,
50027544,2024-07-01,2024-09-01,trimestral,
50027544,2024-09-01,2024-11-01,trimestral,
50027544,2025-01-01,2025-03-01,trimestral,
50027544,2025-02-01,2025-04-01,trimestral,
50027544,2025-05-01,2025-07-01,trimestral,
50027544,2025-08-01,2025-10-01,trimestral,
50027544,2025-11-01,2026-01-01,trimestral,
50027544,2023-08-01,2024-01-01,semestral,
50027544,2023-11-01,2024-04-01,semestral,
50027544,2024-02-01,2024-07-01,semestral,
50027544,2024-04-01,2024-09-01,semestral,
50027544,2024-06-01,2024-11-01,semestral,
50027544,2024-10-01,2025-03-01,semestral,
50027544,2024-11-01,2025-04-01,semestral,
50027544,2025-02-01,2025-07-01,semestral,144.35130621020477
50027544,2025-05-01,2025-10-01,semestral,
50027544,2025-08-01,2026-01-01,semestral,0.0
50027545,2024-02-01,2024-02-01,mensual,
50027545,2024-04-01,2024-04-01,mensual,
50027545,2024-07-01,2024-07-01,mensual,
50027545,2024-08-01,2024-08-01,mensual,
50027545,2024-10-01,2024-10-01,mensual,
50027545,2025-01-01,2025-01-01,mensual,
50027545,2025-03-01,2025-03-01,mensual,
50027545,2025-04-01,2025-04-01,mensual,
50027545,2025-05-01,2025-05-01,mensual,
50027545,2025-06-01,2025-06-01,mensual,
50027545,2025-07-01,2025-07-01,mensual,
50027545,2025-08-01,2025-08-01,mensual,
50027545,2025-09-01,2025-09-01,mensual,
50027545,2025-10-01,2025-10-01,mensual,
50027545,2025-12-01,2025-12-01,mensual,
50027545,2026-01-01,2026-01-01,mensual,
50027545,2026-03-01,2026-03-01,mensual,
50027545,2023-12-01,2024-02-01,trimestral,
50027545,2024-02-01,2024-04-01,trimestral,
50027545,2024-05-01,2024-07-01,trimestral,
50027545,2024-06-01,2024-08-01,trimestral,-7.112517341647715
50027545,2024-08-01,2024-10-01,trimestral,-121.95739056571611
50027545,2024-11-01,2025-01-01,trimestral,
50027545,2025-01-01,2025-03-01,trimestral,
50027545,2025-02-01,2025-04-01,trimestral,
50027545,2025-03-01,2025-05-01,trimestral,
50027545,2025-04-01,2025-06-01,trimestral,
50027545,2025-05-01,2025-07-01,trimestral,
50027545,2025-06-01,2025-08-01,trimestral,7.879783000041208
50027545,2025-07-01,2025-09-01,trimestral,30.881579337931463
50027545,2025-08-01,2025-10-01,trimestral,
50027545,2025-10-01,2025-12-01,trimestral,
50027545,2025-11-01,2026-01-01,trimestral,
50027545,2026-01-01,2026-03-01,trimestral,-21.792757973784123
50027545,2023-09-01,2024-02-01,semestral,
50027545,2023-11-01,2024-04-01,semestral,
50027545,2024-02-01,2024-07-01,semestral,
50027545,2024-03-01,2024-08-01,semestral,-5.266582343421967
50027545,2024-05-01,2024-10-01,semestral,-64.3547635604231
50027545,2024-08-01,2025-01-01,semestral,-121.95739056571162
50027545,2024-10-01,2025-03-01,semestral,
50027545,2024-11-01,2025-04-01,semestral,
50027545,2024-12-01,2025-05-01,semestral,
50027545,2025-01-01,2025-06-01,semestral,
50027545,2025-02-01,2025-07-01,semestral,
50027545,2025-03-01,2025-08-01,semestral,10.573898602434957
50027545,2025-04-01,2025-09-01,semestral,20.77963652231367
50027545,2025-05-01,2025-10-01,semestral,7.1116832549255244
50027545,2025-07-01,2025-12-01,semestral,15.427649387158844
50027545,2025-08-01,2026-01-01,semestral,
50027545,2025-10-01,2026-03-01,semestral,-7.2642526579287505
50027740,2024-06-01,2024-06-01,mensual,
50027740,2024-07-01,2024-07-01,mensual,
50027740,2025-03-01,2025-03-01,mensual,
50027740,2025-08-01,2025-08-01,mensual,
50027740,2024-04-01,2024-06-01,trimestral,
50027740,2024-05-01,2024-07-01,trimestral,
50027740,2025-01-01,2025-03-01,trimestral,
50027740,2025-06-01,2025-08-01,trimestral,
50027740,2024-01-01,2024-06-01,semestral,
50027740,2024-02-01,2024-07-01,semestral,
50027740,2024-10-01,2025-03-01,semestral,
50027740,2025-03-01,2025-08-01,semestral,-3.3832666873224952
50028040,2024-04-01,2024-04-01,mensual,
50028040,2024-08-01,2024-08-01,mensual,
50028040,2024-02-01,2024-04-01,trimestral,
50028040,2024-06-01,2024-08-01,trimestral,
50028040,2023-11-01,2024-04-01,semestral,
50028040,2024-03-01,2024-08-01,semestral,-3024.7961441960233
50028181,2024-02-01,2024-02-01,mensual,
50028181,2024-06-01,2024-06-01,mensual,
50028181,2024-09-01,2024-09-01,mensual,
50028181,2024-10-01,2024-10-01,mensual,
50028181,2025-01-01,2025-01-01,mensual,
50028181,2025-02-01,2025-02-01,mensual,
